date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019/2/10 23:30,0,0,0,-3.8,916.2,38,0
2019/2/10 23:45,0,0,0,-4.2,916.4,38.9,0
2019/2/11 0:00,0,1,0,-4.5,916.3,39.2,0
2019/2/11 0:15,0,1,0,-5.2,916.3,41.9,0
2019/2/11 0:30,0,0,0,-5.3,916.4,42.6,0
2019/2/11 0:45,0,1,0,-5.9,916.4,44.2,0
2019/2/11 1:00,0,0,0,-5.8,916.5,44.4,0
2019/2/11 1:15,0,0,0,-5.6,916.6,44.2,0
2019/2/11 1:30,0,0,0,-5.8,916.5,44.9,0
2019/2/11 1:45,0,0,0,-5.9,916.5,45.4,0
2019/2/11 2:00,0,0,0,-5.8,916.5,45,0
2019/2/11 2:15,0,0,0,-6,916.6,44.9,0
2019/2/11 2:30,0,1,0,-6.2,917,46.3,0
2019/2/11 2:45,0,1,0,-6.2,916.9,46.9,0
2019/2/11 3:00,0,1,0,-6.3,916.7,48,0
2019/2/11 3:15,0,0,0,-6.6,916.8,49.4,0
2019/2/11 3:30,0,1,0,-6.6,917.1,51,0
2019/2/11 3:45,0,1,0,-6.8,916.9,52.4,0
2019/2/11 4:00,0,0,0,-6.7,916.9,55.3,0
2019/2/11 4:15,0,0,0,-6.1,917,56,0
2019/2/11 4:30,0,0,0,-6.7,916.9,57.1,0
2019/2/11 4:45,0,0,0,-6.3,917,57.7,0
2019/2/11 5:00,0,0,0,-6.6,916.9,58.5,0
2019/2/11 5:15,0,1,0,-6.7,916.7,58.2,0
2019/2/11 5:30,0,0,0,-7,916.7,59,0
2019/2/11 5:45,0,0,0,-6.6,916.7,59.2,0
2019/2/11 6:00,0,0,0,-6.5,916.8,59.4,0
2019/2/11 6:15,0,0,0,-6.6,917,59.4,0
2019/2/11 6:30,0,1,0,-6.3,917.4,59.2,0
2019/2/11 6:45,0,0,0,-6.5,917.5,58.7,0
2019/2/11 7:00,0,0,0,-6.5,917.5,59.5,0
2019/2/11 7:15,0,0,0,-6.1,917.4,58.8,0
2019/2/11 7:30,0,0,0,-6.6,917.6,58.8,0
2019/2/11 7:45,0,0,0,-6.2,917.8,59.1,0
2019/2/11 8:00,0,0,0,-5.2,917.6,56.8,0
2019/2/11 8:15,0,0,0,-5.3,917.7,56.7,0
2019/2/11 8:30,0,0,0,-5.6,917.8,57,0
2019/2/11 8:45,5,1,4,-5.6,918,57.1,0.03
2019/2/11 9:00,21,1,16,-6,918.2,58,0.55
2019/2/11 9:15,50,0,34,-6,918.3,58.8,1.75
2019/2/11 9:30,94,1,55,-6.2,918.7,59,3.58
2019/2/11 9:45,156,3,75,-5.9,918.8,57.9,5.68
2019/2/11 10:00,230,5,97,-5.7,918.9,57.8,9.11
2019/2/11 10:15,303,7,119,-4.9,918.9,56.7,12.4
2019/2/11 10:30,382,9,130,-4.4,918.7,55.9,14.72
2019/2/11 10:45,367,9,125,-4,918.7,54.7,15.23
2019/2/11 11:00,490,11,148,-3.5,918.7,54.1,19.77
2019/2/11 11:15,541,12,155,-3,918.6,53.7,23.05
2019/2/11 11:30,636,13,165,-2.5,918.6,52,26.36
2019/2/11 11:45,682,12,167,-1.9,918.3,50.4,28.59
2019/2/11 12:00,730,13,171,-1.3,918.4,49.8,30.94
2019/2/11 12:15,773,14,172,-1.3,918.5,48.9,32.57
2019/2/11 12:30,820,14,177,-1.4,918.3,47.6,34.12
2019/2/11 12:45,847,13,179,-0.9,918.6,47,35.41
2019/2/11 13:00,862,15,186,-0.9,918.6,46.2,35.98
2019/2/11 13:15,881,14,192,-0.5,918.8,45.1,36.5
2019/2/11 13:30,910,15,192,-0.5,918.5,44.9,37.42
2019/2/11 13:45,930,14,216,-0.2,918.5,44.2,38.21
2019/2/11 14:00,922,16,238,-0.2,918.4,43.9,37.91
2019/2/11 14:15,906,16,189,-0.7,918.4,43.4,37.26
2019/2/11 14:30,895,16,179,-0.6,918.6,40.3,37.4
2019/2/11 14:45,887,16,173,-0.5,918.2,38.7,37.03
2019/2/11 15:00,871,15,163,-0.1,918.4,37.3,36.18
2019/2/11 15:15,815,16,159,-0.3,918.4,36.2,34.81
2019/2/11 15:30,813,16,151,-0.3,918.4,35.1,33.37
2019/2/11 15:45,750,14,145,0,918.4,35,32.71
2019/2/11 16:00,732,15,132,0,918.2,34.5,31.41
2019/2/11 16:15,693,15,118,0,918.3,35.2,29.81
2019/2/11 16:30,620,14,114,0.4,918.2,33.5,26.85
2019/2/11 16:45,537,14,109,0.5,918.5,33.9,23.43
2019/2/11 17:00,528,15,103,0.3,918.4,33.6,21.77
2019/2/11 17:15,464,16,73,0.2,918.5,33.9,18.4
2019/2/11 17:30,377,14,62,0.4,918.5,33.5,14.67
2019/2/11 17:45,299,13,47,0.1,918.6,33.7,10.5
2019/2/11 18:00,254,12,42,0.4,918.7,32.6,8.3
2019/2/11 18:15,155,7,33,0,918.8,33.7,4.6
2019/2/11 18:30,132,4,30,-0.2,919,34.5,2.73
2019/2/11 18:45,47,2,16,-0.5,919,35,0.96
2019/2/11 19:00,6,1,3,-0.9,919.1,35.9,0.03
2019/2/11 19:15,0,0,0,-1.5,919.4,36.5,0
2019/2/11 19:30,0,0,0,-1.4,919.5,37.3,0
2019/2/11 19:45,0,1,0,-2,919.6,38.5,0
2019/2/11 20:00,0,0,0,-2,919.9,39,0
2019/2/11 20:15,0,0,0,-2.3,920.2,39.3,0
2019/2/11 20:30,0,0,0,-1.7,920.1,39.7,0
2019/2/11 20:45,0,0,0,-1.6,920.2,38.8,0
2019/2/11 21:00,0,0,0,-1.7,920.3,38.8,0
2019/2/11 21:15,0,1,0,-2.2,920.3,40.1,0
2019/2/11 21:30,0,0,0,-2,920.5,40.1,0
2019/2/11 21:45,0,0,0,-1.9,920.5,40.2,0
2019/2/11 22:00,0,1,0,-2.3,920.5,40.4,0
2019/2/11 22:15,0,1,0,-2.5,920.5,42,0
2019/2/11 22:30,0,0,0,-3,920.5,44.2,0
2019/2/11 22:45,0,0,0,-3.8,920.5,47.1,0
2019/2/11 23:00,0,0,0,-3.2,920.4,46.7,0
2019/2/11 23:15,0,0,0,-3.1,920.4,47.1,0
2019/2/11 23:30,0,2,0,-4.6,920.2,48.5,0
2019/2/11 23:45,0,1,0,-4.2,920.3,48.6,0
2019/2/12 0:00,0,0,0,-4.8,920.5,51.8,0
2019/2/12 0:15,0,0,0,-4.3,920.4,49.8,0
2019/2/12 0:30,0,0,0,-4.9,920.3,51.4,0
2019/2/12 0:45,0,0,0,-4.8,920.1,52,0
2019/2/12 1:00,0,1,0,-5.1,920.2,51.3,0
2019/2/12 1:15,0,0,0,-4.3,920.1,49.4,0
2019/2/12 1:30,0,1,0,-5.3,920,50.9,0
2019/2/12 1:45,0,2,0,-6.9,920.1,53,0
2019/2/12 2:00,0,0,0,-7,920,54.6,0
2019/2/12 2:15,0,1,0,-7.4,920.1,55.1,0
2019/2/12 2:30,0,0,0,-6.9,920.3,55,0
2019/2/12 2:45,0,0,0,-5.2,920.1,51.6,0
2019/2/12 3:00,0,0,0,-5,920,50.1,0
2019/2/12 3:15,0,1,0,-5.9,919.8,51.3,0
2019/2/12 3:30,0,0,0,-6.4,919.8,54.6,0
2019/2/12 3:45,0,0,0,-6.5,919.7,54.7,0
2019/2/12 4:00,0,0,0,-5.1,919.5,50.3,0
2019/2/12 4:15,0,3,0,-6.8,919.5,50.3,0
2019/2/12 4:30,0,1,0,-8,919.1,56.5,0
2019/2/12 4:45,0,0,0,-6.4,919,55.9,0
2019/2/12 5:00,0,0,0,-7.4,919,55.9,0
2019/2/12 5:15,0,0,0,-7,918.7,55.6,0
2019/2/12 5:30,0,2,0,-7.8,918.8,54.3,0
2019/2/12 5:45,0,2,0,-9.5,918.6,59.3,0
2019/2/12 6:00,0,0,0,-8.4,918.6,58.5,0
2019/2/12 6:15,0,0,0,-5.8,918.7,55.8,0
2019/2/12 6:30,0,2,0,-8.3,918.6,56.6,0
2019/2/12 6:45,0,0,0,-6.2,918.7,54.6,0
2019/2/12 7:00,0,1,0,-6.3,918.4,52.9,0
2019/2/12 7:15,0,1,0,-6.5,918.5,52.9,0
2019/2/12 7:30,0,4,0,-7.5,918.6,51.4,0
2019/2/12 7:45,0,1,0,-9.2,918.6,58.3,0
2019/2/12 8:00,0,0,0,-8.2,918.4,58.4,0
2019/2/12 8:15,0,0,0,-8.6,918.6,59.6,0
2019/2/12 8:30,4,2,2,-8.5,918.8,57.8,0
2019/2/12 8:45,12,0,7,-9.3,918.9,60.4,0.22
2019/2/12 9:00,46,1,24,-9.4,919,59.3,1.28
2019/2/12 9:15,84,1,45,-9.1,918.9,59.8,3.06
2019/2/12 9:30,129,2,58,-9.2,919,60.8,5.04
2019/2/12 9:45,207,3,82,-9.1,919.1,59.7,9.16
2019/2/12 10:00,285,5,104,-8.7,919.1,59,11.67
2019/2/12 10:15,248,4,118,-8,919.2,58,11.07
2019/2/12 10:30,296,4,144,-7.6,919,56.7,12.35
2019/2/12 10:45,293,3,157,-7.1,918.9,55.4,12.9
2019/2/12 11:00,274,3,174,-6.1,918.8,53.2,12.53
2019/2/12 11:15,319,3,180,-5.6,918.7,51.1,14.52
2019/2/12 11:30,540,6,190,-4.4,918.7,48.9,20.96
2019/2/12 11:45,715,8,173,-2.9,918.2,44.7,28.62
2019/2/12 12:00,739,10,166,-2.9,918,42.4,31.41
2019/2/12 12:15,849,12,166,-3.1,918,42,34.7
2019/2/12 12:30,729,9,186,-2.5,917.9,41.4,33.38
2019/2/12 12:45,775,9,219,-1.8,917.9,39.1,34.32
2019/2/12 13:00,835,8,203,-0.8,917.8,35.8,33.46
2019/2/12 13:15,828,10,178,-0.7,917.8,33.4,35.9
2019/2/12 13:30,666,7,187,0.2,917.5,30.7,28.49
2019/2/12 13:45,547,9,216,0.3,917.3,27.4,24.27
2019/2/12 14:00,698,7,262,1.1,917,26,29.35
2019/2/12 14:15,897,11,215,1.8,916.9,22.9,35.25
2019/2/12 14:30,751,11,245,2.3,916.6,20.7,30.15
2019/2/12 14:45,511,7,268,2.6,916.2,19.7,22.98
2019/2/12 15:00,587,6,236,3.2,916.1,18.8,28.37
2019/2/12 15:15,862,10,190,3.4,916.1,17.5,34.01
2019/2/12 15:30,586,10,195,3.7,915.9,16.3,26.82
2019/2/12 15:45,633,11,170,4,915.8,16.1,29.7
2019/2/12 16:00,499,8,155,4.5,915.6,15.4,17.84
2019/2/12 16:15,222,3,174,4.4,915.5,15.5,9.47
2019/2/12 16:30,303,8,164,3.5,915.4,19.9,12.09
2019/2/12 16:45,488,10,152,3.5,915.6,20.8,12.79
2019/2/12 17:00,280,6,143,3.1,915.9,21.5,18.22
2019/2/12 17:15,594,14,81,3.2,916,20.9,19.02
2019/2/12 17:30,292,7,109,3,915.9,21.6,9.74
2019/2/12 17:45,134,5,72,2.8,915.7,21.6,5.91
2019/2/12 18:00,91,5,58,2.4,915.9,22.6,3.64
2019/2/12 18:15,85,3,47,2.1,916.1,22.7,3.34
2019/2/12 18:30,71,1,44,2.1,916.2,23.4,2.11
2019/2/12 18:45,27,1,18,1.2,916,25,0.6
2019/2/12 19:00,6,1,4,0.9,916.1,26.7,0.01
2019/2/12 19:15,0,0,0,0.4,916.3,27.6,0
2019/2/12 19:30,0,0,0,0.4,916.3,27.4,0
2019/2/12 19:45,0,0,0,0.2,916.4,27.8,0
2019/2/12 20:00,0,1,0,0,916.5,28.1,0
2019/2/12 20:15,0,1,0,0,916.4,28.2,0
2019/2/12 20:30,0,1,0,-0.2,916.4,28.5,0
2019/2/12 20:45,0,0,0,-0.3,916.2,29.2,0
2019/2/12 21:00,0,0,0,-0.4,916.3,29,0
2019/2/12 21:15,0,1,0,-0.8,916.2,29.6,0
2019/2/12 21:30,0,1,0,-1.7,916,31.5,0
2019/2/12 21:45,0,1,0,-2.5,915.9,33.8,0
2019/2/12 22:00,0,0,0,-2.8,915.7,34.7,0
2019/2/12 22:15,0,0,0,-3,915.6,34.6,0
2019/2/12 22:30,0,0,0,-3.1,915.3,35.3,0
2019/2/12 22:45,0,0,0,-3.4,914.9,35.6,0
2019/2/12 23:00,0,1,0,-3.7,915,35.9,0
2019/2/12 23:15,0,0,0,-3.8,915,36,0
2019/2/12 23:30,0,0,0,-3.6,915,37,0
2019/2/12 23:45,0,0,0,-3.6,914.6,37.3,0
2019/2/13 0:00,0,0,0,-3.5,914.1,37.4,0
2019/2/13 0:15,0,0,0,-3.5,914.2,38.3,0
2019/2/13 0:30,0,0,0,-3.4,913.9,38.7,0
2019/2/13 0:45,0,0,0,-3.7,913.9,39,0
2019/2/13 1:00,0,0,0,-3.6,913.4,40.6,0
2019/2/13 1:15,0,1,0,-3.9,913.3,41,0
2019/2/13 1:30,0,0,0,-3.5,913.5,40.8,0
2019/2/13 1:45,0,0,0,-3.8,913.3,41.7,0
2019/2/13 2:00,0,0,0,-3.8,913.3,41.5,0
2019/2/13 2:15,0,0,0,-3.9,913,42.5,0
2019/2/13 2:30,0,0,0,-3.8,912.7,41.9,0
2019/2/13 2:45,0,0,0,-3.2,912.3,42.2,0
2019/2/13 3:00,0,0,0,-3,912.5,42.4,0
2019/2/13 3:15,0,1,0,-3.6,912.6,42.1,0
2019/2/13 3:30,0,0,0,-3.6,912.9,42.1,0
2019/2/13 3:45,0,1,0,-4.6,913.2,43,0
2019/2/13 4:00,0,0,0,-4.7,913.5,41.4,0
2019/2/13 4:15,0,0,0,-5,913.6,39.4,0
2019/2/13 4:30,0,0,0,-5.1,913.5,38.1,0
2019/2/13 4:45,0,0,0,-5.2,913.3,37,0
2019/2/13 5:00,0,0,0,-5.3,913.7,36.3,0
2019/2/13 5:15,0,0,0,-5.3,913.8,36.8,0
2019/2/13 5:30,0,0,0,-5.7,914,35.4,0
2019/2/13 5:45,0,0,0,-5.5,914.6,34.5,0
2019/2/13 6:00,0,0,0,-5.1,914.8,32.4,0
2019/2/13 6:15,0,0,0,-4.9,915.2,32.4,0
2019/2/13 6:30,0,0,0,-4.6,915.2,32.2,0
2019/2/13 6:45,0,0,0,-4.6,915.7,31.8,0
2019/2/13 7:00,0,0,0,-4.8,915.7,31.4,0
2019/2/13 7:15,0,0,0,-4.8,915.8,31,0
2019/2/13 7:30,0,0,0,-5,916,31.3,0
2019/2/13 7:45,0,0,0,-4.9,916.7,35.9,0
2019/2/13 8:00,0,1,0,-5.4,917,41.5,0
2019/2/13 8:15,0,0,0,-5.5,917.3,44.4,0
2019/2/13 8:30,0,0,0,-5.7,917.5,45,0
2019/2/13 8:45,2,0,2,-5.8,917.7,44.3,0
2019/2/13 9:00,7,0,7,-5.8,918,44.1,0
2019/2/13 9:15,21,0,19,-5.9,918.2,44,0.62
2019/2/13 9:30,52,0,48,-5.6,918.7,43.4,2.49
2019/2/13 9:45,70,0,68,-5.7,918.7,42.3,2.73
2019/2/13 10:00,89,1,82,-5.8,918.9,41.1,4
2019/2/13 10:15,165,1,113,-5.9,919.4,38.8,5.54
2019/2/13 10:30,84,1,82,-5.5,919.4,40.2,4.14
2019/2/13 10:45,100,0,99,-5.8,919.8,38.5,4.86
2019/2/13 11:00,120,1,111,-5.9,920,44.5,5.11
2019/2/13 11:15,127,0,130,-5.6,919.9,46.9,7.76
2019/2/13 11:30,262,3,149,-6,919.9,48.4,13.03
2019/2/13 11:45,634,10,166,-6,920,49.1,14.02
2019/2/13 12:00,788,11,169,-5.5,920.1,50.5,15.65
2019/2/13 12:15,897,11,169,-5.3,920,51.7,15.96
2019/2/13 12:30,920,11,178,-5.2,920.2,51.6,15.88
2019/2/13 12:45,970,11,158,-4.4,920.3,48.9,15.75
2019/2/13 13:00,918,11,185,-4,920.3,48.2,15.94
2019/2/13 13:15,922,10,200,-3.6,920.3,45.8,15.88
2019/2/13 13:30,975,13,209,-3.5,919.9,43.9,16.26
2019/2/13 13:45,1095,10,220,-3.1,919.8,43.1,16.43
2019/2/13 14:00,1059,10,217,-2.2,919.8,40.2,16.33
2019/2/13 14:15,1028,10,138,-2.1,919.6,39.5,16.21
2019/2/13 14:30,1010,12,145,-2.5,919.5,40.2,16.35
2019/2/13 14:45,952,11,212,-2.4,919.6,41.9,16.52
2019/2/13 15:00,942,10,266,-2.2,919.7,41.9,16.37
2019/2/13 15:15,839,12,243,-1.8,919.7,40.4,16.27
2019/2/13 15:30,419,7,247,-2.3,919.6,41.1,16.46
2019/2/13 15:45,495,7,220,-2.2,919.9,40.4,15.75
2019/2/13 16:00,291,2,212,-2.1,920.4,40.1,10.01
2019/2/13 16:15,153,2,143,-2.2,920.7,40,8.04
2019/2/13 16:30,113,1,102,-2.3,921,40,5.63
2019/2/13 16:45,102,1,109,-2.1,921.5,39.7,5.91
2019/2/13 17:00,141,0,129,-2.2,921.2,39.4,4.87
2019/2/13 17:15,131,0,137,-2,921.2,38.5,5.55
2019/2/13 17:30,96,1,94,-2,921,37.8,4.51
2019/2/13 17:45,70,1,67,-2,921.6,38.8,3.32
2019/2/13 18:00,277,8,78,-2.3,921.5,39.6,8.28
2019/2/13 18:15,179,6,45,-2.3,921.9,40.2,5.38
2019/2/13 18:30,98,3,40,-2.9,922.3,46.4,2.88
2019/2/13 18:45,56,1,29,-3.4,922.5,51.3,1.46
2019/2/13 19:00,16,1,12,-3.8,922.6,54.1,0.18
2019/2/13 19:15,0,1,0,-4.4,922.6,55.9,0
2019/2/13 19:30,0,1,0,-4.8,923.1,57,0
2019/2/13 19:45,0,1,0,-5.4,923.5,59.5,0
2019/2/13 20:00,0,0,0,-5.7,923.8,60.3,0
2019/2/13 20:15,0,1,0,-5.7,924.1,60.4,0
2019/2/13 20:30,0,0,0,-6,924.3,61.5,0
2019/2/13 20:45,0,0,0,-5.7,924.5,61,0
2019/2/13 21:00,0,0,0,-5.6,924.6,60.1,0
2019/2/13 21:15,0,0,0,-5.9,924.7,59.9,0
2019/2/13 21:30,0,0,0,-6,924.9,60.6,0
2019/2/13 21:45,0,0,0,-6.7,925.1,61.4,0
2019/2/13 22:00,0,0,0,-6.9,925.1,61.8,0
2019/2/13 22:15,0,0,0,-7.4,925.3,62,0
2019/2/13 22:30,0,0,0,-7.4,925.4,61.8,0
2019/2/13 22:45,0,1,0,-7.2,925.4,61,0
2019/2/13 23:00,0,0,0,-7.4,925.5,60.8,0
2019/2/13 23:15,0,0,0,-7.8,925.5,61.7,0
2019/2/13 23:30,0,0,0,-7.9,925.6,61,0
2019/2/13 23:45,0,0,0,-8.2,925.9,58.7,0
2019/2/14 0:00,0,1,0,-8.2,925.9,54.6,0
2019/2/14 0:15,0,0,0,-8.4,925.8,49.8,0
2019/2/14 0:30,0,0,0,-8.7,925.8,48.1,0
2019/2/14 0:45,0,0,0,-8.7,925.9,47.1,0
2019/2/14 1:00,0,0,0,-8.7,925.8,45.8,0
2019/2/14 1:15,0,0,0,-8.4,925.6,45.3,0
2019/2/14 1:30,0,1,0,-8.3,925.6,44.3,0
2019/2/14 1:45,0,0,0,-8.1,925.5,44,0
2019/2/14 2:00,0,0,0,-8.2,925.5,44,0
2019/2/14 2:15,0,0,0,-8,925.5,43.1,0
2019/2/14 2:30,0,1,0,-8,925.5,42.4,0
2019/2/14 2:45,0,0,0,-8.1,925.5,42.9,0
2019/2/14 3:00,0,1,0,-8.2,925.5,43.7,0
2019/2/14 3:15,0,1,0,-8.2,925.5,42.9,0
2019/2/14 3:30,0,1,0,-9.3,925.5,46.1,0
2019/2/14 3:45,0,1,0,-9.5,925.5,47,0
2019/2/14 4:00,0,0,0,-10,925.7,48.3,0
2019/2/14 4:15,0,0,0,-9.9,925.7,49.6,0
2019/2/14 4:30,0,0,0,-9.9,925.6,48.8,0
2019/2/14 4:45,0,0,0,-10.1,925.4,50,0
2019/2/14 5:00,0,1,0,-10.3,925.5,49.7,0
2019/2/14 5:15,0,1,0,-10.6,925.5,51.2,0
2019/2/14 5:30,0,1,0,-10.9,925.6,51.6,0
2019/2/14 5:45,0,0,0,-10.7,925.6,51.6,0
2019/2/14 6:00,0,0,0,-10.7,925.5,51.8,0
2019/2/14 6:15,0,0,0,-9.6,925.5,49.3,0
2019/2/14 6:30,0,1,0,-9.8,925.2,47.5,0
2019/2/14 6:45,0,1,0,-10.3,925.3,49.4,0
2019/2/14 7:00,0,0,0,-10.7,925.2,50.5,0
2019/2/14 7:15,0,0,0,-9.6,925.2,49.3,0
2019/2/14 7:30,0,1,0,-9.7,925.2,47.3,0
2019/2/14 7:45,0,0,0,-9.2,925.3,47.3,0
2019/2/14 8:00,0,1,0,-10.2,925.1,47.8,0
2019/2/14 8:15,0,0,0,-9.8,925.5,48.3,0
2019/2/14 8:30,1,0,0,-9.4,925.6,46.6,0
2019/2/14 8:45,13,0,7,-9,925.7,45.6,0.18
2019/2/14 9:00,64,0,19,-9.1,925.8,45.4,1.28
2019/2/14 9:15,169,3,29,-9.3,925.8,45.2,4.47
2019/2/14 9:30,277,5,36,-8.7,925.8,44.2,9.92
2019/2/14 9:45,378,8,42,-8,925.5,42.2,14.32
2019/2/14 10:00,470,8,47,-8.2,925.4,42.7,18.08
2019/2/14 10:15,555,8,50,-7.5,925.2,41.4,21.61
2019/2/14 10:30,630,7,52,-6.2,925.1,39,24.82
2019/2/14 10:45,698,6,54,-4.4,924.7,35.9,27.84
2019/2/14 11:00,747,6,55,-3.4,924.4,31,30.58
2019/2/14 11:15,798,7,57,-3,924.1,28.1,33.05
2019/2/14 11:30,843,7,58,-2,923.9,25.9,35.13
2019/2/14 11:45,895,8,59,-2.4,923.7,26.1,37.16
2019/2/14 12:00,941,7,60,-1.3,923.5,24.7,38.86
2019/2/14 12:15,984,9,64,-2.2,923.3,25.7,40.26
2019/2/14 12:30,1022,8,66,-1.9,923.2,25.2,41.55
2019/2/14 12:45,1055,7,67,-1.2,923.2,24,42.63
2019/2/14 13:00,1081,8,69,-1.1,923.1,23.3,43.51
2019/2/14 13:15,1098,7,69,-0.6,922.9,22.1,44.07
2019/2/14 13:30,1122,7,73,-0.5,922.6,21.4,44.44
2019/2/14 13:45,1137,9,136,-0.2,922.4,19.6,44.76
2019/2/14 14:00,1131,8,172,0.6,922.1,18.8,44.68
2019/2/14 14:15,1116,8,76,0.5,921.9,19,44.49
2019/2/14 14:30,1095,7,67,0.7,921.8,18.6,44.08
2019/2/14 14:45,1061,10,66,0.9,921.5,17.5,43.32
2019/2/14 15:00,1029,7,63,1.2,921.3,17.7,42.45
2019/2/14 15:15,1004,9,61,1,921.3,16.8,41.43
2019/2/14 15:30,966,11,60,1.2,921,16.3,40.07
2019/2/14 15:45,915,8,57,1.7,921,16,38.63
2019/2/14 16:00,864,9,55,1.8,920.8,15,36.99
2019/2/14 16:15,811,8,52,2.2,920.7,14,35.16
2019/2/14 16:30,758,8,49,2.3,920.6,14,32.97
2019/2/14 16:45,723,10,48,2,920.5,13.8,30.65
2019/2/14 17:00,676,9,44,2.4,920.3,12.6,27.92
2019/2/14 17:15,635,11,41,2.1,920.3,12.5,25
2019/2/14 17:30,572,11,37,2.2,920.3,12,21.82
2019/2/14 17:45,495,12,34,2.8,920.3,11.9,18.31
2019/2/14 18:00,412,12,30,2.2,920.3,12.2,14.62
2019/2/14 18:15,311,11,25,2.3,920.4,11.5,9.83
2019/2/14 18:30,220,7,20,2.3,920.1,12,5.07
2019/2/14 18:45,103,4,12,2,920.3,12,1.26
2019/2/14 19:00,23,1,2,1.1,920.3,13.2,0.03
2019/2/14 19:15,0,2,0,0.6,920.5,13.3,0
2019/2/14 19:30,0,0,0,0.6,920.6,14,0
2019/2/14 19:45,0,1,0,0.2,920.6,14.2,0
2019/2/14 20:00,0,0,0,-0.1,920.8,15,0
2019/2/14 20:15,0,0,0,-1.2,921,24.2,0
2019/2/14 20:30,0,1,0,-1.5,921,26.8,0
2019/2/14 20:45,0,1,0,-2,921.1,28.7,0
2019/2/14 21:00,0,2,0,-2.7,921.1,30.6,0
2019/2/14 21:15,0,0,0,-2.7,921.1,31.8,0
2019/2/14 21:30,0,1,0,-3.7,921.1,33.2,0
2019/2/14 21:45,0,1,0,-4.1,921,33.5,0
2019/2/14 22:00,0,1,0,-4.5,920.9,34.2,0
2019/2/14 22:15,0,0,0,-4.1,920.9,34.4,0
2019/2/14 22:30,0,0,0,-4.2,921.1,36,0
2019/2/14 22:45,0,0,0,-4.3,921.2,37.7,0
2019/2/14 23:00,0,0,0,-4.3,921.3,36.2,0
2019/2/14 23:15,0,0,0,-4.3,921.2,36.8,0
2019/2/14 23:30,0,1,0,-4.6,921.4,38.8,0
2019/2/14 23:45,0,0,0,-4.3,921.4,37.5,0
2019/2/15 0:00,0,1,0,-4.9,921.5,35.3,0
2019/2/15 0:15,0,1,0,-5.1,921.5,34.1,0
2019/2/15 0:30,0,1,0,-5.1,921.7,29.5,0
2019/2/15 0:45,0,0,0,-3.6,921.7,24.5,0
2019/2/15 1:00,0,0,0,-2.9,921.7,20.3,0
2019/2/15 1:15,0,1,0,-3.2,921.5,20.2,0
2019/2/15 1:30,0,0,0,-3.2,921.4,19.5,0
2019/2/15 1:45,0,1,0,-3.9,921.4,21.4,0
2019/2/15 2:00,0,1,0,-4.3,921.1,23.8,0
2019/2/15 2:15,0,0,0,-4.6,921.2,26,0
2019/2/15 2:30,0,0,0,-4.9,921.1,26.1,0
2019/2/15 2:45,0,1,0,-4.7,921,26.8,0
2019/2/15 3:00,0,0,0,-4.6,920.9,27.7,0
2019/2/15 3:15,0,0,0,-4.6,921,29.6,0
2019/2/15 3:30,0,1,0,-4.6,921,28.4,0
2019/2/15 3:45,0,0,0,-4.7,921,28.4,0
2019/2/15 4:00,0,0,0,-4.6,921,28.9,0
2019/2/15 4:15,0,1,0,-4.8,920.9,29.2,0
2019/2/15 4:30,0,1,0,-4.9,920.5,29,0
2019/2/15 4:45,0,0,0,-4.9,920.8,28.9,0
2019/2/15 5:00,0,0,0,-5.1,920.9,29.9,0
2019/2/15 5:15,0,1,0,-5.3,920.8,29.9,0
2019/2/15 5:30,0,0,0,-5.2,920.7,28.9,0
2019/2/15 5:45,0,1,0,-5.3,920.6,29.2,0
2019/2/15 6:00,0,0,0,-5.3,920.5,28.3,0
2019/2/15 6:15,0,0,0,-5.1,920.4,28.4,0
2019/2/15 6:30,0,0,0,-5.2,920.5,29.6,0
2019/2/15 6:45,0,0,0,-5.5,920.6,31.9,0
2019/2/15 7:00,0,0,0,-5.5,920.7,34.8,0
2019/2/15 7:15,0,0,0,-5.8,920.7,38.6,0
2019/2/15 7:30,0,1,0,-6.1,920.8,39.8,0
2019/2/15 7:45,0,1,0,-6.8,921.1,41.4,0
2019/2/15 8:00,0,1,0,-7.3,921.1,41.6,0
2019/2/15 8:15,0,1,0,-8.1,921.1,40.6,0
2019/2/15 8:30,3,1,2,-9.1,921.4,43.1,0
2019/2/15 8:45,57,1,9,-9,921.6,46.6,0.3
2019/2/15 9:00,137,3,18,-9.4,921.5,47.7,2.3
2019/2/15 9:15,227,4,25,-9.3,921.5,47.5,6.48
2019/2/15 9:30,324,6,31,-9.4,921.5,48.9,11.96
2019/2/15 9:45,427,6,36,-9.1,921.4,49.4,16.28
2019/2/15 10:00,511,6,40,-8.7,921.6,47.9,20.17
2019/2/15 10:15,590,6,43,-7.8,921.3,45.2,23.51
2019/2/15 10:30,669,5,47,-6.4,921.3,40.2,26.81
2019/2/15 10:45,722,6,51,-5.8,921.1,38.4,29.92
2019/2/15 11:00,778,7,56,-5.2,921,36,32.59
2019/2/15 11:15,818,5,57,-4.1,920.7,33.4,33.64
2019/2/15 11:30,869,6,59,-3,920.4,30.5,34.6
2019/2/15 11:45,922,6,60,-2.3,920.1,29.4,33.54
